timestamp,gross_return,trading_cost,net_return,turnover,gross_exposure,gross_equity,equity,estimated_cost_dollars,drawdown,same_exposure_long_gross_return,same_exposure_long_trading_cost,same_exposure_long_net_return,same_exposure_long_turnover,same_exposure_long_gross_exposure,same_exposure_long_gross_equity,same_exposure_long_equity,same_exposure_long_estimated_cost_dollars,same_exposure_long_drawdown,full_exposure_long_gross_return,full_exposure_long_trading_cost,full_exposure_long_net_return,full_exposure_long_turnover,full_exposure_long_gross_exposure,full_exposure_long_gross_equity,full_exposure_long_equity,full_exposure_long_estimated_cost_dollars,full_exposure_long_drawdown,benchmark_return,benchmark_equity
2016-02-17,-0.00596330176940954,0.000245,-0.006208301769409541,0.35,0.35,99403.66982305906,99379.16982305904,24.5,0.0,-0.00596330176940954,0.000245,-0.006208301769409541,0.35,0.35,99403.66982305906,99379.16982305904,24.5,0.0,-0.00023250444741079734,0.0007,-0.0009325044474107973,1.0,1.0,99976.74955525892,99906.74955525892,70.0,0.0,-0.0009325044474107973,99906.74955525892
2016-02-18,0.002783666156062218,0.0004783333333333333,0.002305332822728885,0.6833333333333333,1.0,99680.37645453389,99608.2718851477,47.53636956536324,0.0,0.009787783729230393,0.0004783333333333333,0.009309450395897059,0.6833333333333333,1.0,100376.61144517898,100304.33527491224,47.53636956536324,0.0,0.0053493696227809445,0.0,0.0053493696227809445,0.0,1.0,100511.5621423142,100441.1876864406,0.0,0.0,0.0053493696227809445,100441.1876864406
2016-02-19,-0.017007966157062255,0.0005333747163795427,-0.017541340873441797,0.7619638805422039,0.7521550759743468,97985.01598527197,97861.00923419584,53.12853376579703,-0.017541340873441946,0.02328118117780376,0.0005333747163795427,0.022747806461424217,0.7619638805422039,0.7521550759743468,102713.49752224819,102586.03888098776,53.49979637889488,0.0,0.01948868807273523,0.0005708060815961351,0.018917881991139095,0.8154372594230502,0.9337907266627319,102470.4006246091,102341.32222214252,57.33244077415913,0.0,0.018917881991139095,102341.32222214252
2016-02-22,0.00419842921060304,0.00020655764392192618,0.0039918715666811145,0.29508234845989456,0.5484386411155213,98396.39913858593,98251.65781444455,20.213939499237352,-0.013619492086634932,-0.006868986461128088,0.00020655764392192618,-0.007075544105050013,0.29508234845989456,0.5484386411155213,102007.95989839276,101860.18683832294,21.189930490539943,-0.00707554410505018,-0.015830046822826106,0.00040601893033837336,-0.01623606575316448,0.5800270433405333,0.9561460751624288,100848.28938476779,100679.70178527801,41.55251417804911,-0.016236065753164608,-0.01623606575316448,100679.70178527801
2016-02-23,-0.0034044337724806126,0.0006887667564428305,-0.004093200528923443,0.9839525092040436,0.8323911503195649,98061.41511426806,97849.49407671085,67.67247566798585,-0.017656945303345828,0.0044672857414669,0.0006887667564428305,0.003778518985024069,0.9839525092040436,0.8323911503195649,102463.65860316297,102245.06748810965,70.15791049929238,-0.0033237601977563758,0.006957408962870484,0.00021525320217988155,0.006742155760690602,0.3075045745426879,1.0,101549.93217722354,101358.50001665423,21.67162820379663,-0.00960337607672268,0.006742155760690602,101358.50001665423
2016-02-24,-0.012986782540065456,0.00030208303449693247,-0.01328886557456239,0.4315471921384749,0.995070899720131,96787.91284060797,96549.1853033865,29.558672094682432,-0.030711170105314545,0.013756507337200737,0.00030208303449693247,0.013454424302703804,0.4315471921384749,0.995070899720131,103873.20067453383,103620.71600895324,30.886500249151815,0.0,0.013851707707579163,4.1014280835499553e-05,0.013810693426743664,0.05859182976499937,0.9999999999999999,102956.57215546694,102758.33118657884,4.157145984748043,0.0,0.013810693426743664,102758.33118657884
2016-02-25,-0.002654083156169778,0.0004452108914632985,-0.003099294047633076,0.6360155592332836,0.6526630426917788,96531.02967141688,96249.95098807188,42.984748858975905,-0.03371528120624445,0.002654083156169778,0.0004452108914632985,0.0022088722647064796,0.6360155592332836,0.6526630426917788,104148.88878682155,103849.60093459443,46.133071348411356,0.0,-0.00409198627908845,5.573250503544578e-05,-0.004147718784123896,0.07961786433635111,1.0,102535.27527486479,102332.11852609106,5.72697921029001,-0.004147718784123788,-0.004147718784123896,102332.11852609106
2016-02-26,-0.0012154135451292569,0.0005231358701157548,-0.0017385494152450118,0.7473369573082211,0.7,96413.70455042897,96082.61569206421,50.35180185874374,-0.03539521493906361,0.0012154135451292569,0.0005231358701157548,0.0006922776750135021,0.7473369573082211,0.7,104275.47275696322,103921.49369488053,54.327451346092964,0.0,-0.0055940297050695266,2.3708255722589948e-05,-0.005617737960792116,0.03386893674655707,1.0,101961.68989915973,101757.24349923876,2.426116034650951,-0.009742155947651598,-0.005617737960792116,101757.24349923876
2016-02-29,0.007436668329928781,0.0007907397925617024,0.0066459285373670785,1.1296282750881463,0.8841341352313643,97130.70129363025,96721.17388963696,75.97634760112862,-0.0289845204707464,0.022022866288911182,0.0003611061053380449,0.021661760183573138,0.5158658647686356,0.8841341352313643,106571.91755070283,106172.61616921774,37.526685849070496,0.0,0.031224949913285772,1.0033882080445727e-05,0.031214916031205325,0.01433411725777961,1.0,105145.43855933496,104933.58731063442,1.0210201821025642,0.0,0.031214916031205325,104933.58731063442
2016-03-01,-0.0007778963543765454,0.0005099285603613911,-0.0012878249147379364,0.7284693719448444,0.9126035071762089,97055.1436751959,96596.61395211921,49.32088895800634,-0.03023501839788012,0.0020385268578682666,0.0005099285603613911,0.0015285982975068754,0.7284693719448444,0.9126035071762089,106789.16726692447,106334.91144953584,54.140449312971754,0.0,0.0014201228775297333,7.426787728365558e-05,0.0013458550002460779,0.10609696754807939,0.9999999999999999,105294.75800210095,105074.81270381021,7.7931947853199555,0.0,0.0013458550002460779,105074.81270381021
