timestamp,gross_return,trading_cost,net_return,turnover,gross_exposure,gross_equity,equity,estimated_cost_dollars,drawdown,same_exposure_long_gross_return,same_exposure_long_trading_cost,same_exposure_long_net_return,same_exposure_long_turnover,same_exposure_long_gross_exposure,same_exposure_long_gross_equity,same_exposure_long_equity,same_exposure_long_estimated_cost_dollars,same_exposure_long_drawdown,full_exposure_long_gross_return,full_exposure_long_trading_cost,full_exposure_long_net_return,full_exposure_long_turnover,full_exposure_long_gross_exposure,full_exposure_long_gross_equity,full_exposure_long_equity,full_exposure_long_estimated_cost_dollars,full_exposure_long_drawdown,benchmark_return,benchmark_equity
2022-01-18,-0.002172952825202895,0.000245,-0.002417952825202895,0.35,0.35,99782.7047174797,99758.20471747972,24.5,0.0,-0.002172952825202895,0.000245,-0.002417952825202895,0.35,0.35,99782.7047174797,99758.20471747972,24.5,0.0,-0.0031756733473792265,0.0007,-0.0038756733473792266,1.0,1.0,99682.43266526208,99612.43266526208,70.0,0.0,-0.0038756733473792266,99612.43266526208
2022-01-19,-0.0021699372967518447,0.00049,-0.0026599372967518447,0.7,0.35,99566.18250494247,99492.85414809469,48.88152031156506,-0.0026599372967518464,-0.0021699372967518447,0.00049,-0.0026599372967518447,0.7,0.35,99566.18250494247,99492.85414809469,48.88152031156506,-0.0026599372967518464,0.005063992488590463,0.0,0.005063992488590463,0.0,1.0,100187.22375552337,100116.8692760492,0.0,0.0,0.005063992488590463,100116.8692760492
2022-01-20,0.0017175472057639294,0.0002891389356811314,0.001428408270082798,0.4130556224016163,0.7630556224016163,99737.19212349242,99634.97056377397,28.76725795625814,-0.001235328503101596,0.002454389111916924,0.0002891389356811314,0.0021652501762357925,0.4130556224016163,0.7630556224016163,99810.55665919773,99708.28106807305,28.76725795625814,-0.0005004465502166378,0.002454389111916924,0.0001891943976522019,0.0022651947142647223,0.270277710931717,0.7630556224016163,100433.12218666212,100343.65347914203,18.941550777506365,0.0,0.0022651947142647223,100343.65347914203
2022-01-21,-0.0009222346500954325,0.000512700420529935,-0.0014349350706253676,0.7324291721856215,0.35,99645.21102901292,99492.00085025128,51.08289130753461,-0.0026684909575341864,0.0009222346500954325,0.000512700420529935,0.0004095342295654975,0.7324291721856215,0.35,99902.60541299415,99749.11502214156,51.120477633918014,-9.111727064359254e-05,-0.0013580876274186349,0.00024811033884103017,-0.001606197966259665,0.3544433412014717,0.8980971082150324,100296.72520603739,100182.48170699675,24.896297865256845,-0.0016061979662598258,-0.001606197966259665,100182.48170699675
2022-01-24,0.00665302689518904,0.00049,0.00616302689518904,0.7,0.35,100308.15329796572,100105.17272734756,48.751080416623125,0.0,0.00665302689518904,0.00049,0.00616302689518904,0.7,0.35,100567.26013370625,100363.87150079434,48.87706636084936,0.0,0.004218898454266938,3.871056046441383e-05,0.004180187893802524,0.055300800663448335,0.9272002357334636,100719.86690497719,100601.26330419943,3.8781200155937303,0.0,0.004180187893802524,100601.26330419943
2022-01-25,0.0,0.000245,-0.000245,0.35,0.0,100308.15329796572,100080.64696002936,24.52576731820015,-0.0002449999999999397,0.0,0.000245,-0.000245,0.35,0.0,100567.26013370625,100339.28235227663,24.589148517694614,-0.00024500000000016176,0.0017050500622488047,3.959856131701434e-05,0.0016654515009317903,0.05656937331002049,0.8706308624234431,100891.59932031322,100768.80982916505,3.983665293520446,0.0,0.0016654515009317903,100768.80982916505
2022-01-26,0.0063270383274787395,0.000245,0.00608203832747874,0.35,0.35,100942.80682844057,100689.34129067912,24.519758505207193,0.0,0.0063270383274787395,0.000245,0.00608203832747874,0.35,0.35,101203.55304306172,100949.54971329488,24.583124176307773,0.0,0.010436567918816031,4.849117416703702e-06,0.010431718801399327,0.006927310595291003,0.8637035518281521,101944.56134905765,101820.00171725458,0.48863979080310743,0.0,0.010431718801399327,101820.00171725458
2022-01-27,0.0034871229261727917,0.0,0.0034871229261727917,0.0,0.35,101294.80680436424,101040.4574011151,0.0,0.0,0.0034871229261727917,0.0,0.0034871229261727917,0.0,0.35,101556.46227308833,101301.57320248694,0.0,0.0,0.0010619320870266106,6.0653130942399966e-05,0.0010012789560842105,0.08664732991771423,0.8600240209684138,102052.81954985208,101921.95194228253,6.175701896712031,0.0,0.0010012789560842105,101921.95194228253
2022-01-28,0.0,0.000245,-0.000245,0.35,0.0,101294.80680436424,101015.70248905181,24.7549120632732,-0.00024500000000016176,0.0,0.000245,-0.000245,0.35,0.0,101556.46227308833,101276.75431705231,24.8188854346093,-0.00024500000000016176,-0.006569232447194725,4.213185046636516e-06,-0.0065734456322413615,0.00601883578090931,0.8540051851875046,101382.41085633748,101251.97353245801,0.42941604384723037,-0.0065734456322413815,-0.0065734456322413615,101251.97353245801
2022-01-31,0.0,0.0,0.0,0.0,0.0,101294.80680436424,101015.70248905181,0.0,-0.00024500000000016176,0.0,0.0,0.0,0.0,0.0,101556.46227308833,101276.75431705231,0.0,-0.00024500000000016176,-0.005872286282406794,4.408632412258492e-05,-0.005916372606529379,0.06298046303226418,0.9169856482197687,100787.06431578848,100652.92912989354,4.463827323203334,-0.012450927285101665,-0.005916372606529379,100652.92912989354
